MARKET,TYPE,BRAND,MODEL,Sage Code,DESCRIPTION,SAMSUNG CODE,Color / SIM
WHOLE SALE,MOBILE,SAM Lat,A037 4 + 32GB,A037-SM-BK32DL,SM-A037MZKDTPA (A037) Black 3+32 GB DS LATIN,SM-A037MZKDTPA,BLACK
WHOLE SALE,MOBILE,SAM Lat,A037 4 + 32GB,A037-SM-RD32DL,SM-A037MZRDTPA (A037) RED 3+32 GB DS LATIN,SM-A037MZRDTPA,RED
WHOLE SALE,MOBILE,SAM Lat,F926 (Z Fold 3) 256GB,F926-SM-GN256DL,SM-F926BZGDTPA (Galaxy Z Fold 3) Green 256GB DS LATIN,SM-F926BZGDTPA,GREEN
WHOLE SALE,MOBILE,SAM Lat,F926 (Z Fold 3) 256GB,F926-SM-BK256DL,SM-F926BZKDTPA (Galaxy Z Fold 3) Black 256GB DS LATIN,SM-F926BZKDTPA,BLACK
WHOLE SALE,MOBILE,SAM Lat,F926 (Z Fold 3) 256GB,F926-SM-SL256DL,SM-F926BZSDTPA (Galaxy Z Fold 3) Silver 256GB DS LATIN,SM-F926BZSDTPA,SILVER
WHOLE SALE,MOBILE,SAM Lat,F711 (Galaxy Z Flip 3 5G) 256GB,F711-SM-CR256DL,SM-F711BZEETPA (Galaxy Z Flip 3 5G) Cream 256GB DS LATIN,SM-F711BZEETPA,CREAM
WHOLE SALE,MOBILE,SAM Lat,F711 (Galaxy Z Flip 3 5G) 256GB,F711-SM-LV256DL,SM-F711BLVETPA (Galaxy Z Flip 3 5G) Lavender 256GB DS LATIN,SM-F711BLVETPA,LAVENDER
WHOLE SALE,MOBILE,SAM Lat,F711 (Galaxy Z Flip 3 5G) 256GB,F711-SM-BK256DL,SM-F711BZKETPA (Galaxy Z Flip 3 5G) Black 256GB DS LATIN,SM-F711BZKETPA,BLACK
WHOLE SALE,MOBILE,SAM Lat,F711 (Galaxy Z Flip 3 5G) 256GB,F711-SM-GN256DL,SM-F711BZGETPA (Galaxy Z Flip 3 5G) Green 256GB DS LATIN,SM-F711BZGETPA,GREEN
B2B,MOBILE,SAM Lat,N981 NOTE 20 5G 128GB TTT,N981-SM-GR128TT,SM-N981UZAATTA (Grey) DS 128 GB TTA (Note 20 5G),SM-N981UZAATTA,GREY
B2B,MOBILE,SAM Lat,A037 4 + 32GB,A037-S-BK64B2B,SM-A037MZKGTPA (A037) Black 4+64 GB DS LATIN B2B,SM-A037MZKGTPAB2B,BLACK
B2B,MOBILE,SAM Lat,A225 4 + 64GB,A225-SM-BK64B2B,SM-A225MZKDTPA (A225) Black B2B,SM-A225MZKDTPAB2B,BLACK
WHOLE SALE,MOBILE,SAM Lat,A127 4 + 64GB,A127-SM-RD64DL,"SM-A127MZRGTPA (A127) Red 4,64 GB DS LATIN",SM-A127MZRGTPA,RED
B2B,MOBILE,SAM Lat,A127 4 + 64GB,A127-SM-BL64B2B,"SM-A127MZBGTPA (A127) Blue 4,64 GB DS LATIN",SM-A127MZBGTPAB2B,BLUE
B2B,MOBILE,SAM Lat,A127 4 + 64GB,A127-SM-RD64B2B,"SM-A127MZRGTPA (A127) Red 4,64 GB DS LATIN",SM-A127MZRGTPAB2B,RED
B2B,MOBILE,SAM Lat,A127 4 + 64GB,A127-SM-BK64B2B,"SM-A127MZKGTPA (A127) Black 4,64 GB DS LATIN",SM-A127MZKGTPAB2B,BLACK
B2B,MOBILE,SAM Lat,A325 4+128GB,A325-S-BK128B2B,SM-A325MZKKTPA (A325) Black 128 GB DS LATIN,SM-A325MZKKTPAB2B,BLACK / DS
B2B,MOBILE,SAM Lat,A325 4+128GB,A325-S-BL128B2B,SM-A325MZBKTPA (A325) Blue 128 GB DS LATIN B2B,SM-A325MZBKTPAB2B,BLUE / DS
B2B,MOBILE,SAM Lat,A325 4+128GB,A325-S-WT128B2B,SM-A325MZWKTPA (A325) White 128 GB DS LATIN B2B,SM-A325MZWKTPAB2B,WHITE / DS
B2B,MOBILE,SAM Lat,A022 3 + 64GB,A022-SM-BK64B2B,SM-A022MZKWTPA (A02) Black 64 GB DS LATIN B2B,SM-A022MZKWTPAB2B,BLACK / DS
WHOLE SALE,MOBILE,SAM Lat,F711 (Galaxy Z Flip 3 5G) 256GB,F711-S-GN256DL,SM-F711BZGFTPA (Galaxy Z Flip 3 ) 5G Green 256GB DS LATIN,SM-F711BZGFTPA,GREEN
WHOLE SALE,MOBILE,SAM Lat,F711 (Galaxy Z Flip 3 5G) 256GB,F711-S-LV256DL,SM-F711BLVFTPA (Galaxy Z Flip 3) 5G Lavender 256GB DS LATIN,SM-F711BLVFTPA,Lavender
WHOLE SALE,MOBILE,SAM Lat,F711 (Galaxy Z Flip 3 5G) 256GB,F711-S-CR256DL,SM-F711BZEFTPA (Galaxy Z Flip 3) 5G Cream 256GB DS LATIN,SM-F711BZEFTPA,Cream
WHOLE SALE,MOBILE,SAM Lat,A032 32GB,A032-SM-BK32DL,SM-A032MZKDTPA (A03 Core) BLACK2+32GB DS LATIN,SM-A032MZKDTPA,BLACK
WHOLE SALE,MOBILE,SAM Lat,A032 32GB,A032-SM-BL32DL,SM-A032MZBDTPA (A03 Core) BLUE 2+32GB DS LATIN,SM-A032MZBDTPA,BLUE
WHOLE SALE,MOBILE,SAM Lat,F711 (Galaxy Z Flip 3 5G) 256GB,F711-S-BK256DL,SM-F711BZKFTPA (Galaxy Z Flip 3) 5G Black 256GB DS LATIN,SM-F711BZKFTPA,BLACK
ACCESSORY,ACCESSORY,SAM Lat,GALAXY WATCH R860,R860-S-WAT4BK40,SM-R860NZKALTA 4 Fesh - Small Black (40mm),SM-R860NZKALTA,BLACK
ACCESSORY,ACCESSORY,SAM Lat,GALAXY WATCH R860,R860-S-WAT4SL40,SM-R860NZSALTA  Watch 4 Fesh - Small Silver (40mm),SM-R860NZSALTA,SILVER
ACCESSORY,ACCESSORY,SAM Lat,GALAXY WATCH R860,R860-S-WAT4GD40,SM-R860NZDALTA Galaxy Watch 4 Fesh - Small Gold (40mm),SM-R860NZDALTA,GOLD
WHOLE SALE,MOBILE,SAM Lat,S21FE - G990 8+128GB,G990-SM-WT128DL,SM-G990EZWJTPA (S21 FE) White 128GB DS TPA,SM-G990EZWJTPA,WHITE
WHOLE SALE,MOBILE,SAM Lat,S21FE - G990 8+256GB,G990-SM-GR256DL,SM-G990EZAKTPA (S21 FE) Gray DS 256 GB TPA,SM-G990EZAKTPA,GRAY
WHOLE SALE,MOBILE,SAM Lat,S21FE - G990 8+128GB,G990-SM-LV128DL,SM-G990ELVJTPA (S21 FE) Lavender DS 128 GB TPA,SM-G990ELVJTPA,Lavender
WHOLE SALE,MOBILE,SAM Lat,S21FE - G990 8+128GB,G990-SM-GR128DL,SM-G990EZAJTPA (S21 FE) Gray DS 128 GB TPA,SM-G990EZAJTPA,GRAY
WHOLE SALE,MOBILE,SAM Lat,S21FE - G990 8+128GB,G990-SM-OL128DL,SM-G990ELGJTPA (S21 FE) Olive DS 128 GB TPA,SM-G990ELGJTPA,OLIVE
WHOLE SALE,MOBILE,SAM Lat,S21FE - G990 8+256GB,G990-SM-OL256DL,SM-G990ELGKTPA (S21 FE) Olive DS 256 GB TPA,SM-G990ELGKTPA,OLIVE
WHOLE SALE,MOBILE,SAM Lat,S21FE - G990 8+256GB,G990-SM-LV256DL,SM-G990ELVKTPA (S21 FE) Lavender DS 256 GB TPA,SM-G990ELVKTPA,Lavender
WHOLE SALE,MOBILE,SAM Lat,S21FE - G990 8+256GB,G990-SM-WT256DL,SM-G990EZWKTPA (S21 FE) White DS 256 GB TPA,SM-G990EZWKTPA,WHITE
WHOLE SALE,MOBILE,SAM Lat,S20 FE - G780 8+256GB,G780-SAM-LV256D,"SM-G780GLVKTPA (S20 FE) Lavender 8, 256GB DS LATIN",SM-G780GLVKTPA,Lavender
ACCESSORY,ACCESSORY,SAM Lat,GALAXY WATCH R890,R890-S-WAT4BK46,SM-R890NZKALTA Watch Classic BT Wise Black (46mm),SM-R890NZKALTA,BLACK
WHOLE SALE,TABLET,SAM Lat,Tab A8 X200 WIFI 3+32GB,X200-SM-GR32WIF,SM-X200NZALTPA (Tab A8 X200) WIFI  3+32GB GRAY TPA,SM-X200NZALTPA,GRAY
WHOLE SALE,TABLET,SAM Lat,Tab A8 X200 WIFI 3+32GB,X200-SM-SL32WIF,SM-X200NZSLTPA (Tab A8 X200) WIFI 3+32GB SILVER TPA,SM-X200NZSLTPA,SILVER
WHOLE SALE,TABLET,SAM Lat,Tab A8 X200 WIFI 3+32GB,X200-SM-PK32WIF,SM-X200NIDLTPA (Tab A8 X200) WIFI  3+32GB Pink TPA,SM-X200NIDLTPA,PINK 
WHOLE SALE,TABLET,SAM Lat,Tab A8 X200 WIFI 4+64GB,X200-SM-GR64WIF,SM-X200NZAMTPA (Tab A8 X200) WIFI 4+64GB GRAY TPA,SM-X200NZAMTPA,GRAY
WHOLE SALE,TABLET,SAM Lat,Tab A8 X200 WIFI 4+64GB,X200-SM-SL64WIF,SM-X200NZSMTPA (Tab A8 X200) WIFI 4+64GB SILVER TPA,SM-X200NZSMTPA,SILVER
WHOLE SALE,TABLET,SAM Lat,Tab A8 X200 WIFI 4+64GB,X200-SM-PK64WIF,SM-X200NIDMTPA (Tab A8 X200) WIFI 4+64GB PINK TPA,SM-X200NIDMTPA,PINK 
WHOLE SALE,TABLET,SAM Lat,Tab A8 X205 LTE 2+32GB,X205-SM-SL32LTE,SM-X205NZSLTPA (Tab A8 X205) LTE 3+32GB SILVER TPA,SM-X205NZSLTPA,SILVER
WHOLE SALE,TABLET,SAM Lat,Tab A8 X205 LTE 2+32GB,X205-SM-PK32LTE,SM-X205NIDLTPA (Tab A8 X205) LTE 3+32GB PINK TPA,SM-X205NIDLTPA,PINK 
WHOLE SALE,TABLET,SAM Lat,Tab A8 X205 LTE 2+32GB,X205-SM-GR32LTE,SM-X205NZALTPA (Tab A8 X205) LTE 3+32GB GRAY TPA,SM-X205NZALTPA,GRAY
WHOLE SALE,TABLET,SAM Lat,Tab A8 X205 LTE 4+64GB,X205-SM-PK64LTE,SM-X205NIDMTPA (Tab A8 X205) LTE 4+64GB PINK TPA,SM-X205NIDMTPA,PINK 
WHOLE SALE,TABLET,SAM Lat,Tab A8 X205 LTE 4+64GB,X205-SM-GR64LTE,SM-X205NZAMTPA (Tab A8 X205) LTE 4+64GB GRAY TPA,SM-X205NZAMTPA,GRAY
WHOLE SALE,TABLET,SAM Lat,Tab A8 X205 LTE 4+64GB,X205-SM-SL64LTE,SM-X205NZSMTPA (Tab A8 X205) LTE 4+64GB SILVER TPA,SM-X205NZSMTPA,SILVER
WHOLE SALE,MOBILE,SAM Lat,A525 128GB 5G,A525-SAM-BK128D,SM-A528BZKQGTO (A52 5G) Black 128GB DS LATIN,SM-A528BZKQGTO,Black
WHOLE SALE,MOBILE,SAM Lat,A525 128GB 5G,A525-SAM-WT128D,SM-A528BZWQGTO (A52 5G) White 128GB DS LATIN,SM-A528BZWQGTO,White
ACCESSORY,ACCESSORY,SAM Lat,SP-LSP3BLAXZA Free Style projector,PROJET-SM-LSP3B,SP-LSP3BLAXZA Samsung The Freestyle Projector UPC 887276609294,SP-LSP3BLAXZA,
WHOLE SALE,MOBILE,SAM Lat,S901 (S22) 8+128GB,S901-SM-PK128DL,SM-S901EIDJTPA (S22) Pink DS 128 GB TPA,SM-S901EIDJTPA,Pink
WHOLE SALE,MOBILE,SAM Lat,S901 (S22) 8+256GB,S901-SM-PK256DL,SM-S901EIDKTPA (S22) Pink DS 256 GB TPA,SM-S901EIDKTPA,Pink
WHOLE SALE,MOBILE,SAM Lat,S901 (S22) 8+128GB,S901-SM-GN128DL,SM-S901EZGJTPA (S22) Green DS 128 GB TPA,SM-S901EZGJTPA,Green
WHOLE SALE,MOBILE,SAM Lat,S901 (S22) 8+256GB,S901-SM-GN256DL,SM-S901EZGKTPA (S22) Green DS 256 GB TPA,SM-S901EZGKTPA,Green
WHOLE SALE,MOBILE,SAM Lat,S901 (S22) 8+128GB,S901-SM-BK128DL,SM-S901EZKJTPA (S22) Black DS 128 GB TPA,SM-S901EZKJTPA,Black
WHOLE SALE,MOBILE,SAM Lat,S901 (S22) 8+256GB,S901-SM-BK256DL,SM-S901EZKKTPA (S22) Black DS 256 GB TPA,SM-S901EZKKTPA,Black
WHOLE SALE,MOBILE,SAM Lat,S901 (S22) 8+128GB,S901-SM-WT128DL,SM-S901EZWJTPA (S22) White DS 128 GB TPA,SM-S901EZWJTPA,White
WHOLE SALE,MOBILE,SAM Lat,S901 (S22) 8+256GB,S901-SM-WT256DL,SM-S901EZWKTPA (S22) White DS 256 GB TPA,SM-S901EZWKTPA,White
WHOLE SALE,MOBILE,SAM Lat,S906 (S22+) 8+128GB,S906-SM-PK128DL,SM-S906EIDJTPA (S22+) Pink DS 128 GB TPA,SM-S906EIDJTPA,Pink
WHOLE SALE,MOBILE,SAM Lat,S906 (S22+) 8+256GB,S906-SM-PK256DL,SM-S906EIDKTPA (S22+) Pink DS 256 GB TPA,SM-S906EIDKTPA,Pink
WHOLE SALE,MOBILE,SAM Lat,S906 (S22+) 8+128GB,S906-SM-GN128DL,SM-S906EZGJTPA (S22+) Green DS 128 GB TPA,SM-S906EZGJTPA,Green
WHOLE SALE,MOBILE,SAM Lat,S906 (S22+) 8+256GB,S906-SM-GN256DL,SM-S906EZGKTPA (S22+) Green DS 256 GB TPA,SM-S906EZGKTPA,Green
WHOLE SALE,MOBILE,SAM Lat,S906 (S22+) 8+128GB,S906-SM-BK128DL,SM-S906EZKJTPA (S22+) Black DS 128 GB TPA,SM-S906EZKJTPA,Black
WHOLE SALE,MOBILE,SAM Lat,S906 (S22+) 8+256GB,S906-SM-BK256DL,SM-S906EZKKTPA (S22+) Black DS 256 GB TPA,SM-S906EZKKTPA,Black
WHOLE SALE,MOBILE,SAM Lat,S906 (S22+) 8+128GB,S906-SM-WT128DL,SM-S906EZWJTPA (S22+) White DS 128 GB TPA,SM-S906EZWJTPA,White
WHOLE SALE,MOBILE,SAM Lat,S906 (S22+) 8+256GB,S906-SM-WT256DL,SM-S906EZWKTPA (S22+) White DS 256 GB TPA,SM-S906EZWKTPA,White
WHOLE SALE,MOBILE,SAM Lat,S908 (S22 Ultra) 12+256GB,S908-SM-BG256DL,SM-S908EDRKTPA (S22 Ultra) Burgundy DS 256 GB TPA,SM-S908EDRKTPA,Burgundy
WHOLE SALE,MOBILE,SAM Lat,S908 (S22 Ultra) 12+256GB,S908-SM-GN256DL,SM-S908EZGKTPA (S22 Ultra) Green DS 256 GB TPA,SM-S908EZGKTPA,Green
WHOLE SALE,MOBILE,SAM Lat,S908 (S22 Ultra) 12+256GB,S908-SM-BK256DL,SM-S908EZKKTPA (S22 Ultra) Black DS 256 GB TPA,SM-S908EZKKTPA,Black
WHOLE SALE,MOBILE,SAM Lat,S908 (S22 Ultra) 12+256GB,S908-SM-WT256DL,SM-S908EZWKTPA (S22 Ultra) White DS 256 GB TPA,SM-S908EZWKTPA,White
WHOLE SALE,MOBILE,SAM Lat,A03 3+32GB,A035-SM-BL32DL,SM-A035MZBDTPA (A03) BLUE 3+32GB DS LATIN,SM-A035MZBDTPA,BLUE
WHOLE SALE,MOBILE,SAM Lat,A03 4+64GB,A035-SM-BL64DL,SM-A035MZBGTPA (A03) BLUE 4+64GB DS LATIN,SM-A035MZBGTPA,BLUE
WHOLE SALE,MOBILE,SAM Lat,A03 3+32GB,A035-SM-BK32DL,SM-A035MZKDTPA (A03) BLACK 3+32GB DS LATIN,SM-A035MZKDTPA,BLACK
WHOLE SALE,MOBILE,SAM Lat,A03 4+64GB,A035-SM-BK64DL,SM-A035MZKGTPA (A03) BLACK 4+64GB DS LATIN,SM-A035MZKGTPA,BLACK
WHOLE SALE,MOBILE,SAM Lat,A03 3+32GB,A035-SM-RD32DL,SM-A035MZRDTPA (A03) RED 3+64GB DS LATIN,SM-A035MZRDTPA,RED
WHOLE SALE,MOBILE,SAM Lat,A03 4+64GB,A035-SM-RD64DL,SM-A035MZRGTPA (A03) RED 4+64GB DS LATIN,SM-A035MZRGTPA,RED
WHOLE SALE,MOBILE,SAM Lat,A53 5G 6+128GB,A536-SM-OR128DL,SM-A536EZODTPA (A53 5G) ORANGE 6+128GB DS LATIN,SM-A536EZODTPA,Orange
WHOLE SALE,MOBILE,SAM Lat,A53 5G 6+128GB,A536-SM-WT128DL,SM-A536EZWDTPA (A53 5G) WHITE 6+128GB DS LATIN,SM-A536EZWDTPA,White
WHOLE SALE,MOBILE,SAM Lat,A53 5G 6+128GB,A536-SM-BK128DL,SM-A536EZKDTPA (A53 5G) BLACK 6+128GB DS LATIN,SM-A536EZKDTPA,BLACK
WHOLE SALE,MOBILE,SAM Lat,A53 5G 6+128GB,A536-SM-BL128DL,SM-A536ELBDTPA (A53 5G) BLUE 6+128GB DS LATIN,SM-A536ELBDTPA,BLUE
WHOLE SALE,MOBILE,SAM Lat,A235 4+128GB,A235-SM-BK128DL,SM-A235MZKGTPA (A23) Black 4+128GB DS LATIN,SM-A235MZKGTPA,BLACK
WHOLE SALE,MOBILE,SAM Lat,A235 4+64GB,A235-SM-BK64DL,SM-A235MZKDTPA (A23) Black 4+64GB DS LATIN,SM-A235MZKDTPA,BLACK
WHOLE SALE,MOBILE,SAM Lat,A235 4+128GB,A235-SM-WT128DL,SM-A235MZWGTPA (A23) White 4+128GB DS LATIN,SM-A235MZWGTPA,White
WHOLE SALE,MOBILE,SAM Lat,A235 4+64GB,A235-SM-WT64DL,SM-A235MZWDTPA (A23) White 4+64GB DS LATIN,SM-A235MZWDTPA,White
WHOLE SALE,MOBILE,SAM Lat,A235 4+128GB,A235-SM-BL128DL,SM-A235MLBGTPA (A23) Blue 4+128GB DS LATIN,SM-A235MLBGTPA,BLUE
WHOLE SALE,MOBILE,SAM Lat,A235 4+64GB,A235-SM-BL64DL,SM-A235MLBDTPA (A23) Blue 4+64GB DS LATIN,SM-A235MLBDTPA,BLUE
B2B,MOBILE,SAM Lat,S908 (S22 Ultra) 128GB TT,S908-SM-BK128TT,SM-S908UZKATTA (S22 Ultra) Black DS 128 GB TTA,SM-S908UZKATTA,Black
WHOLE SALE,MOBILE,SAM Lat,G781 (S20 FE 5G) 128 GB,G781-SM-LV128DL,SM-G781BLVJTPA (S20 FE 5G) Lavender 6+128GB DS LATIN,SM-G781BLVJTPA,Lavender
WHOLE SALE,MOBILE,SAM Lat,G781 (S20 FE 5G) 256 GB,G781-SM-LV256DL,SM-G781BLVKTPA (S20 FE 5G) Lavender 8+256GB DS LATIN,SM-G781BLVKTPA,Lavender
WHOLE SALE,MOBILE,SAM Lat,G781 (S20 FE 5G) 128 GB,G781-SM-GN128DL,SM-G781BZGJTPA (S20 FE 5G) Green 6+128GB DS LATIN,SM-G781BZGJTPA,Green
WHOLE SALE,MOBILE,SAM Lat,G781 (S20 FE 5G) 256 GB,G781-SM-GN256DL,SM-G781BZGKTPA (S20 FE 5G) Green 8+256GB DS LATIN,SM-G781BZGKTPA,green
WHOLE SALE,MOBILE,SAM Lat,G781 (S20 FE 5G) 128 GB,G781-SM-OR128DL,SM-G781BZOJTPA (S20 FE 5G) Orange 6+128GB DS LATIN,SM-G781BZOJTPA,Orange
WHOLE SALE,MOBILE,SAM Lat,G781 (S20 FE 5G) 256 GB,G781-SM-OR256DL,SM-G781BZOKTPA (S20 FE 5G) Orange 8+256GB DS LATIN,SM-G781BZOKTPA,orange
WHOLE SALE,MOBILE,SAM Lat,G781 (S20 FE 5G) 128 GB,G781-SM-RD128DL,SM-G781BZRJTPA (S20 FE 5G) Red 6+128GB DS LATIN,SM-G781BZRJTPA,RED
WHOLE SALE,MOBILE,SAM Lat,G781 (S20 FE 5G) 256 GB,G781-SM-RD256DL,SM-G781BZRKTPA (S20 FE 5G) Red 8+256GB DS LATIN,SM-G781BZRKTPA,RED
WHOLE SALE,MOBILE,SAM Lat,G781 (S20 FE 5G) 128 GB,G781-SM-WT128DL,SM-G781BZWJTPA (S20 FE 5G) White 6+128GB DS LATIN,SM-G781BZWJTPA,White
WHOLE SALE,MOBILE,SAM Lat,G781 (S20 FE 5G) 256 GB,G781-SM-WT256DL,SM-G781BZWKTPA (S20 FE 5G) White 8+256GB DS LATIN,SM-G781BZWKTPA,White
WHOLE SALE,MOBILE,SAM Lat,A135 32GB,A135-SM-BK32DL,SM-A135MZKNTPA (A13) Black 3+32B DS LATIN,SM-A135MZKNTPA,Black
B2B,MOBILE,SAM Lat,S901 (S22) 128GB TT,S901-SM-BK128TT,SM-S901UZKATTA (S22) Black DS 128 GB TTA,SM-S901UZKATTA,Black
WHOLE SALE,MOBILE,SAM Lat,A135 64GB,A135-SM-BK64DL,SM-A135MZKGTPA (A13) Black 4+64B DS LATIN,SM-A135MZKGTPA,Black
WHOLE SALE,MOBILE,SAM Lat,A135 32GB,A135-SM-WT32DL,SM-A135MZWNTPA (A13) White 3+32B DS LATIN,SM-A135MZWNTPA,WHite
WHOLE SALE,MOBILE,SAM Lat,A135 64GB,A135-SM-WT64DL,SM-A135MZWGTPA (A13) White 4+64B DS LATIN,SM-A135MZWGTPA,WHite
WHOLE SALE,MOBILE,SAM Lat,A135 32GB,A135-SM-BL32DL,SM-A135MLBNTPA (A13) Blue 3+32B DS LATIN,SM-A135MLBNTPA,BLUE
WHOLE SALE,MOBILE,SAM Lat,A135 64GB,A135-SM-BL64DL,SM-A135MLBGTPA (A13) Blue 4+64B DS LATIN,SM-A135MLBGTPA,BLUE
WHOLE SALE,MOBILE,SAM Lat,A336 (A33 5G) 6+128GB,A336-SM-BK128DL,SM-A336MZKGTPA (A33 5G) Black 6+128 GB DS LATIN,SM-A336MZKGTPA,BLACk
WHOLE SALE,MOBILE,SAM Lat,A336 (A33 5G) 6+128GB,A336-SM-BL128DL,SM-A336MLBGTPA (A33 5G) Blue 6+128 GB DS LATIN,SM-A336MLBGTPA,BLUE
WHOLE SALE,MOBILE,SAM Lat,A336 (A33 5G) 6+128GB,A336-SM-OR128DL,SM-A336MZOGTPA (A33 5G) Orange 6+128 GB DS LATIN,SM-A336MZOGTPA,Orange
WHOLE SALE,MOBILE,SAM Lat,A336 (A33 5G) 6+128GB,A336-SM-WT128DL,SM-A336MZWGTPA (A33 5G) White 6+128 GB DS LATIN,SM-A336MZWGTPA,WHITE
B2B,MOBILE,SAM Lat,A136 64GB TT,A136-SM-BK64TTA,SM-A136UZKDTTA (A136) Black 64GB DS TTA,SM-A136UZKDTTA,BLACK
WHOLE SALE,MOBILE,SAM Lat,A225 4 + 64GB,A225-SAM-BK64DL,"SM-A225MZKDGTO (A225) BLACK 4,64 GB DS LATIN",SM-A225MZKDGTO,BLACK
B2B,MOBILE,SAM Lat,A536  128GB,A536-SM-BK128TT,SM-A536UZKDTTA (A536) Black 128GB DS TTA,SM-A536UZKDTTA,BLACK
WHOLE SALE,MOBILE,SAM Lat,A03 4+64GB,A035-SAM-BL64DL,SM-A035MZBGEON (A03) BLUE 4+64GB DS LATIN,SM-A035MZBGEON,BLUE
WHOLE SALE,MOBILE,SAM Lat,A032 32GB,A032-SAM-BL32DL,SM-A032MZBDEON (A03 Core) BLUE 2+32GB DS LATIN,SM-A032MZBDEON,BLUE
B2B,MOBILE,SAM Lat,A525 128GB 5G GTO,A528-S-BK128GTT,SM-A528BZKQGTO (A52s 5G) Black 128GB DS LATIN,SAM-A528BZKQGTO,BLACK
B2B,MOBILE,SAM Lat,A525 128GB 5G GTO,A528-S-WT128GTT,SM-A528BZWQGTO (A52s 5G) White 128GB DS LATIN,SAM-A528BZWQGTO,White
WHOLE SALE,MOBILE,SAM Lat,F936 Galaxy Z Fold 4 256GB,F936-SM-BK256DL,SM-F936BZKJTPA (Galaxy Z Fold 4) Panthom Black 12+256GB DS LATIN,SM-F936BZKJTPA,BLACK
WHOLE SALE,MOBILE,SAM Lat,F721 (Galaxy Z Flip 4) 256GB,F721-SM-GR256SL,SM-F721BZAKTPA (Galaxy Z Flip 4 ) Graphite Gray 8+256GB SS LATIN,SM-F721BZAKTPA,GRAY
WHOLE SALE,MOBILE,SAM Lat,F721 (Galaxy Z Flip 4) 256GB,F721-SM-VL256SL,SM-F721BLVKTPA (Galaxy Z Flip 4 ) Light Voilet 8+256GB SS LATIN,SM-F721BLVKTPA,Volet
WHOLE SALE,MOBILE,SAM Lat,F721 (Galaxy Z Flip 4) 256GB,F721-SM-BL256SL,SM-F721BLBKTPA (Galaxy Z Flip 4 ) Blue 8+256GB SS LATIN,SM-F721BLBKTPA,Blue
WHOLE SALE,MOBILE,SAM Lat,F936 Galaxy Z Fold 4 256GB,F936-SM-GG256DL,SM-F936BZAJTPA (Galaxy Z Fold 4) Gray Green 12+256GB DS LATIN,SM-F936BZAJTPA,Grey Green
WHOLE SALE,MOBILE,SAM Lat,F721 (Galaxy Z Flip 4) 256GB,F721-SM-GD256SL,SM-F721BZDKTPA (Galaxy Z Flip 4 ) Pink Gold 8+256GB SS LATIN,SM-F721BZDKTPA,Pink Gold
WHOLE SALE,MOBILE,SAM Lat,F936 Galaxy Z Fold 4 256GB,F936-SM-BG256DL,SM-F936BZEJTPA (Galaxy Z Fold 4) Beige 12+256GB DS LATIN,SM-F936BZEJTPA,Beige
WHOLE SALE,MOBILE,SAM Lat,A032 32GB,A032-SM-CBK32DL,SM-A032MCKDTPA (A03 Core) Ceramic Black 2+32GB DS LATIN,SM-A032MCKDTPA,Ceramic Black
WHOLE SALE,MOBILE,SAM Lat,A032 32GB,A032-SM-CP32DL,SM-A032MZCDTPA (A03 Core) Copper 2+32GB DS LATIN,SM-A032MZCDTPA,copper
WHOLE SALE,MOBILE,SAM Lat,A226 (A22 5G) 4+128GB,A226-SM-GN128DL,SM-A226BLGITPA (A22 5G) Light Green 4+128 GB DS LATIN,SM-A226BLGITPA,Light Green
WHOLE SALE,MOBILE,SAM Lat,A226 (A22 5G) 4+128GB,A226-SM-VL128DL,SM-A226BLVITPA (A22 5G) Light Violet 4+128 GB DS LATIN,SM-A226BLVITPA,Light Voilet
WHOLE SALE,MOBILE,SAM Lat,A226 (A22 5G) 4+128GB,A226-SM-GR128DL,SM-A226BZAITPA (A22 5G) Gray 4+128 GB DS LATIN,SM-A226BZAITPA,Gray
WHOLE SALE,MOBILE,SAM Lat,A226 (A22 5G) 4+128GB,A226-SM-WT128DL,SM-A226BZWITPA (A22 5G) White 4+128 GB DS LATIN,SM-A226BZWITPA,White
WHOLE SALE,MOBILE,SAM Lat,A032 32GB,A032-SM-MNT32DL,SM-A032MLGDTPA (A03 Core) Mint 2+32GB DS LATIN,SM-A032MLGDTPA,Mint
WHOLE SALE,MOBILE,SAM Lat,A03 4+64GB,A035-SM-BL64GTT,SM-A035MZBGGTO (A03) BLUE 4+64GB DS LATIN,SM-A035MZBGGTO,Blue
B2B,MOBILE,SAM Lat,F721 (Galaxy Z Flip 4) 128GB,F721-SM-GR128TT,SM-F721UZAATTA F721 (Galaxy Z Flip 4) 128GB,SM-F721UZAATTA,GRAY
B2B,MOBILE,SAM Lat,A235 4+64GB B2B,A235-SM-BK64B2B,SM-A235MZKDTPAB (A23) Black 4+64GB DS LATINB,SM-A235MZKDTPAB2B,BLACK
WHOLE SALE,MOBILE,SAM Lat,A042 Galaxy A04e 3+32GB,A042-SM-BK32DL,SM-A042MZKDTPA (Galaxy A04e) BLACK 3+32GB DS LATIN,SM-A042MZKDTPA,BLACK
WHOLE SALE,MOBILE,SAM Lat,A042 Galaxy A04e 3+32GB,A042-SM-BL32DL,SM-A042MLBDTPA (Galaxy A04e) BLUE 3+32GB DS LATIN,SM-A042MLBDTPA,BLUE
